file	start_line	start_col	kind	rule	expr	claimed_dst_file	claimed_dst_line	n_overload	verdict	correct_dst_file	correct_dst_line	note	verdict	correct_dst_file	correct_dst_line	note
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	405	10	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	594	10	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	624	6	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	644	10	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	691	10	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	806	10	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	878	10	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	947	10	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	997	10	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	1011	10	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	1025	10	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	1067	6	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	1194	6	call	規則B レシーバの宣言型	ruleBuilder.SetValidator	targets/FluentValidation/src/FluentValidation/Syntax.cs	73	4	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる	誤	targets/FluentValidation/src/FluentValidation/Syntax.cs	44	実引数は validator インスタンスなので SetValidator(IPropertyValidator<T,TProperty>) が正しい。Func 版を選んでいる
targets/FluentValidation/src/FluentValidation/Internal/CollectionPropertyRule.cs	182	7	call	規則B レシーバの宣言型	context.RestoreState	targets/FluentValidation/src/FluentValidation/IValidationContext.cs	264	1	正				正			
targets/FluentValidation/src/FluentValidation/Internal/ConditionBuilder.cs	42	10	call	規則B レシーバの宣言型	_rules.OnItemAdded	targets/FluentValidation/src/FluentValidation/Internal/TrackingCollection.cs	49	1	正				正			
targets/FluentValidation/src/FluentValidation/Internal/ConditionBuilder.cs	195	10	call	規則B レシーバの宣言型	_rules.OnItemAdded	targets/FluentValidation/src/FluentValidation/Internal/TrackingCollection.cs	49	1	正				正			
targets/FluentValidation/src/FluentValidation/Internal/RuleComponentForNullableStruct.cs	52	10	call	規則B レシーバの宣言型	_propertyValidator.IsValid	targets/FluentValidation/src/FluentValidation/Validators/IPropertyValidator.cs	42	1	正				正			
targets/FluentValidation/src/FluentValidation/Validators/ChildValidatorAdaptor.cs	95	20	call	規則B レシーバの宣言型	context.CloneForChildValidator	targets/FluentValidation/src/FluentValidation/IValidationContext.cs	247	1	正				正			
targets/FluentValidation/src/FluentValidation/DefaultValidatorExtensions.cs	1216	15	call	規則C 型名 → static	DefaultValidatorOptions.Configurable	targets/FluentValidation/src/FluentValidation/DefaultValidatorOptions.cs	78	2	誤	targets/FluentValidation/src/FluentValidation/DefaultValidatorOptions.cs	70	ruleBuilder は IRuleBuilder<T,TProperty> なので IRuleBuilder 版が正しい	誤	targets/FluentValidation/src/FluentValidation/DefaultValidatorOptions.cs	70	ruleBuilder は IRuleBuilder<T,TProperty> なので IRuleBuilder 版が正しい
targets/FluentValidation/src/FluentValidation/IValidationContext.cs	303	3	call	規則C 型名 → static	ExtensionsInternal.ThrowIfNullOrEmpty	targets/FluentValidation/src/FluentValidation/Internal/ExtensionsInternal.cs	32	1	正				正			
targets/FluentValidation/src/FluentValidation/IValidationContext.cs	304	18	call	規則C 型名 → static	MessageFormatter.BuildMessage	targets/FluentValidation/src/FluentValidation/Internal/MessageFormatter.cs	76	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	42	38	call	規則C 型名 → static	EnglishLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/EnglishLanguage.cs	30	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	44	32	call	規則C 型名 → static	AlbanianLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/AlbanianLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	46	37	call	規則C 型名 → static	AzerbaijaneseLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/AzerbaijaneseLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	55	30	call	規則C 型名 → static	DanishLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/DanishLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	61	32	call	規則C 型名 → static	GeorgianLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/GeorgianLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	62	29	call	規則C 型名 → static	GreekLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/GreekLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	68	34	call	規則C 型名 → static	IndonesianLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/IndonesianLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	69	32	call	規則C 型名 → static	JapaneseLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/JapaneseLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	71	29	call	規則C 型名 → static	KhmerLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/KhmerLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	77	40	call	規則C 型名 → static	NorwegianNynorskLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/NorwegianNynorskLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	90	31	call	規則C 型名 → static	SwedishLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/SwedishLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	92	31	call	規則C 型名 → static	TurkishLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/TurkishLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	93	33	call	規則C 型名 → static	UkrainianLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/UkrainianLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	95	29	call	規則C 型名 → static	WelshLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/WelshLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	97	37	call	規則C 型名 → static	UzbekCyrillicLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/UzbekCyrillicLanguage.cs	28	1	正				正			
targets/FluentValidation/src/FluentValidation/Resources/LanguageManager.cs	150	76	call	規則C 型名 → static	EnglishLanguage.GetTranslation	targets/FluentValidation/src/FluentValidation/Resources/Languages/EnglishLanguage.cs	30	1	正				正			
targets/FluentValidation/src/FluentValidation/ValidatorOptions.cs	123	16	call	規則C 型名 → static	PropertyChain.FromExpression	targets/FluentValidation/src/FluentValidation/Internal/PropertyChain.cs	62	1	正				正			
